T,TM,Tm,H,PP,VV,V,VM,NO2
31.7,37,24.4,67,0,3.2,6.9,14.8,6.41
31.7,37,24.4,67,0,3.2,6.9,14.8,14.64
28.3,30.7,24.4,79,0.51,3.1,13,16.5,14.84
28.3,30.7,24.4,79,0.51,3.1,13,16.5,12.68
27.4,29.4,23.5,86,0.76,2.9,5,11.1,12.31
27.4,29.4,23.5,86,0.76,2.9,5,11.1,5.22
30.5,35.3,23.5,76,4.06,3.7,6.5,27.8,7.54
30.5,35.3,23.5,76,4.06,3.7,6.5,27.8,5.97
30.5,35.4,23.8,78,0,3.2,4.4,14.8,6.98
30.5,35.4,23.8,78,0,3.2,4.4,14.8,9.97
30,35.8,24,83,1.02,3.1,3.7,11.1,9.2
30,35.8,24,83,1.02,3.1,3.7,11.1,9.48
29.5,34.8,23.2,84,22.1,3.4,3.7,7.6,7.97
29.5,34.8,23.2,84,22.1,3.4,3.7,7.6,7.16
31.7,36.2,24.7,78,0,3.5,3,11.1,6.86
31.7,36.2,24.7,78,0,3.5,3,11.1,8.38
30.2,34,24.7,83,0,3.2,0.9,7.6,11.52
30.2,34,24.7,83,0,3.2,0.9,7.6,13.23
30.2,35.3,25.2,80,0,3.5,2.6,9.4,12.49
30.2,35.3,25.2,80,0,3.5,2.6,9.4,11.94
28.9,32.5,25,87,0.25,3.2,2.4,11.1,7.53
28.9,32.5,25,87,0.25,3.2,2.4,11.1,7.62
28.2,30.3,24,90,19.05,2.7,0,10.675,11.06
28.2,30.3,24,90,19.05,2.7,0,10.675,14.46
25.7,26.5,22.8,96,29.97,2.6,7.2,11.1,17.13
25.7,26.5,22.8,96,29.97,2.6,7.2,11.1,20.3
27,29.5,21.8,90,55.88,3.2,6.5,16.5,20.01
27,29.5,21.8,90,55.88,3.2,6.5,16.5,17.03
30.4,34.2,23.7,80,0,3.5,1.5,7.6,18.6
30.4,34.2,23.7,80,0,3.5,1.5,7.6,20.29
29,33.2,24.6,86,0,3.2,0.7,5.4,19.98
29,33.2,24.6,86,0,3.2,0.7,5.4,20
29.4,34,24,86,0.51,3.1,0,10.1,15.39
29.4,34,24,86,0.51,3.1,0,10.1,10.89
26.3,27.4,23,97,25.91,2.3,0,10.1,13.86
26.3,27.4,23,97,25.91,2.3,0,10.1,21.77
27.9,32,22.6,87,11.94,2.7,4.6,14.8,14.82
27.9,32,22.6,87,11.94,2.7,4.6,14.8,8.85
27,28.6,22.6,92,10.92,2.3,3.1,14.8,7.05
27,28.6,22.6,92,10.92,2.3,3.1,14.8,7.33
27.7,32,23.5,89,0.51,2.9,3.5,11.1,11.35
27.7,32,23.5,89,0.51,2.9,3.5,11.1,13.43
29,32.8,23.1,83,0,3.1,0.9,7.6,14.17
29,32.8,23.1,83,0,3.1,0.9,7.6,14.61
30.2,35,23,79,0,3.1,2,5.4,14.21
30.2,35,23,79,0,3.1,2,5.4,16.91
30.6,35,23.5,82,0,3.2,2,11.1,13.91
30.6,35,23.5,82,0,3.2,2,11.1,16.39
30.7,35.3,23.5,83,0,3.1,0.9,7.6,18.23
30.7,35.3,23.5,83,0,3.1,0.9,7.6,13.6
29,33,24.6,90,27.94,2.6,0,9.85,15.87
29,33,24.6,90,27.94,2.6,0,9.85,12.73
28.8,33.4,22.6,86,0,2.7,2.6,9.4,11.2
28.8,33.4,22.6,86,0,2.7,2.6,9.4,8.88
29.4,36.9,25.4,82,0,3.2,3.9,13,11.88
29.4,36.9,25.4,82,0,3.2,3.9,13,13.55
27.3,29.2,24,93,0,2.6,2.2,7.6,16.54
27.3,29.2,24,93,0,2.6,2.2,7.6,14.87
27.4,30.2,23,92,23.88,1.9,1.9,7.6,15.93
27.4,30.2,23,92,23.88,1.9,1.9,7.6,19.74
28.8,33.4,22,82,4.06,3.1,3.7,11.1,20.12
28.8,33.4,22,82,4.06,3.1,3.7,11.1,19.81
28.2,33.9,21,75,0,3.1,1.1,9.4,15.08
28.2,33.9,21,75,0,3.1,1.1,9.4,13.37
28.7,34,21.6,77,0,3.2,1.1,9.4,18.9
28.7,34,21.6,77,0,3.2,1.1,9.4,16.71
30.3,35.3,23.4,80,0,3.1,2.4,9.4,13.7
30.3,35.3,23.4,80,0,3.1,2.4,9.4,14.23
29.8,35.2,24,84,0,3.1,1.7,7.6,13.89
29.8,35.2,24,84,0,3.1,1.7,7.6,13.55
30,33.9,23,83,0,3.7,4.3,9.4,13.88
30,33.9,23,83,0,3.7,4.3,9.4,13.77
29.1,34.5,23.2,81,0,3.2,6.5,13,14.52
29.1,34.5,23.2,81,0.816,3.2,6.5,13,13.48
27.8,32.3,22.5,88,1.02,3.1,3.3,9.4,10.73
27.8,32.3,22.5,88,1.02,3.1,3.3,9.4,8.41
28.3,33.6,23,83,1.02,3.2,1.1,7.6,10.02
28.3,33.6,23,83,1.02,3.2,1.1,7.6,11.55
27.4,33.2,20.2,81,0,3.1,4.6,13,11.6
27.4,33.2,20.2,81,0,3.1,4.6,13,11.17
24.8,29.6,19.5,84,6.1,3.2,3.5,11.1,11.36
24.8,29.6,19.5,84,6.1,3.2,3.5,11.1,11.39
25.5,31.7,19.4,82,0,3.7,4.3,14.8,14.22
25.5,31.7,19.4,82,0,3.7,4.3,14.8,11.83
26.9,33.2,19.2,76,0,3.2,1.1,9.4,10.72
26.9,33.2,19.2,76,0,3.2,1.1,9.4,9.56
27.4,33,19.3,78,0,3.1,2.2,7.6,9.08
27.4,33,19.3,78,0,3.1,2.2,7.6,11.41
26.9,34,20,81,0,2.6,2.2,7.6,13.37
26.9,34,20,81,0,2.6,2.2,7.6,11.71
25.4,31,19,81,0,2.6,3.5,14.8,11.09
25.4,31,19,81,0,2.6,3.5,14.8,12.46
25.7,32.2,17.7,80,0,2.7,1.9,9.4,10.71
25.7,32.2,17.7,80,0,2.7,1.9,9.4,9.08
25.7,31.6,17.5,80,0,2.7,1.9,14.8,9.17
25.7,31.6,17.5,80,0,2.7,1.9,14.8,9.15
24.3,30,18.9,85,1.02,2.6,1.3,9.4,8.9
24.3,30,18.9,85,1.02,2.6,1.3,9.4,9.44
24.9,30.8,18,79,0,3.1,2.2,18.3,10.99
24.9,30.8,18,79,0,3.1,2.2,18.3,12.73
25.3,32.5,17.8,79,0,2.7,0,13.4,11.56
25.3,32.5,17.8,79,0,2.7,0,13.4,11.46
26,31.8,19.5,80,0,3.1,2.6,7.6,11.86
26,31.8,19.5,80,0,3.1,2.6,7.6,13.42
22.9,28.2,16.4,85,0,1.9,3.7,11.1,15.39
22.9,28.2,16.4,85,0,1.9,3.7,11.1,11.41
22.2,29,14.3,81,0,2.4,4.1,18.3,12.47
22.2,29,14.3,81,0,2.4,4.1,18.3,9.85
23.2,29.5,13.7,76,0,2.6,2,13,7.57
23.2,29.5,13.7,76,0,2.6,2,13,9.51
22.8,29.5,15,82,0,2.1,3,11.1,10.11
22.8,29.5,15,82,0,2.1,3,11.1,12.45
22.2,29.7,15,81,0,2.7,1.9,7.6,12.53
22.2,29.7,15,81,0,2.7,1.9,7.6,10.68
24.9,30.4,14.3,72,0,4,4.3,11.1,12.1
24.9,30.4,14.3,72,0,4,4.3,11.1,13.16
23.5,30,15.4,77,0,2.9,4.8,14.8,15.26
23.5,30,15.4,77,0,2.9,4.8,14.8,14.06
23.1,29.1,12.5,76,0,3.2,4.4,16.5,14.47
23.1,29.1,12.5,76,0,3.2,4.4,16.5,15.07
23.2,29.4,15.5,79,0,3.1,4.3,14.8,11.13
23.2,29.4,15.5,79,0,3.1,4.3,14.8,14.04
22.7,28.4,14,74,0,3.4,3.9,16.5,16.06
22.7,28.4,14,74,0,3.4,3.9,16.5,13.79
21.4,28.8,13.4,81,0,3.4,2.8,14.8,8.74
21.4,28.8,13.4,81,0,3.4,2.8,14.8,12.31
23.4,30,13.5,70,0,4.2,2,9.4,15.68
23.4,30,13.5,70,0,4.2,2,9.4,18.01
22.7,29.7,14.2,74,0,4,0,14.775,17.95
22.7,29.7,14.2,74,0,4,0,14.775,16.51
23.2,29.4,14.2,78,0,3.4,0.2,5.4,12.98
23.2,29.4,14.2,78,0,3.4,0.2,5.4,17.7
22.1,27.4,15.8,78,0,3.1,4.6,38.9,17.88
22.1,27.4,15.8,78,0,3.1,4.6,38.9,21.97
21.2,27,13.3,78,0,3.4,4.8,14.8,16.34
21.2,27,13.3,78,0,3.4,4.8,14.8,8.8
20.3,27.5,13,83,0,2.9,2.2,11.1,10.06
20.3,27.5,13,83,0,2.9,2.2,11.1,14.67
20.9,27.5,12.6,76,0,3.2,2.8,11.1,22.49
20.9,27.5,12.6,76,0,3.2,2.8,11.1,23.76
19.8,23,14.2,87,1.02,1.6,5.9,14.8,25.12
19.8,23,14.2,87,1.02,1.6,5.9,14.8,18.76
18.9,24.3,14.4,93,0,1.4,1.1,11.1,20.56
18.9,24.3,14.4,93,0,1.4,1.1,11.1,20.06
18.5,24.1,14,81,0,2.1,2.6,9.4,17.93
18.5,24.1,14,81,0,2.1,2.6,9.4,19.55
16.6,23,11,80,0,1.9,3.7,14.8,23.03
16.6,23,11,80,0,1.9,3.7,14.8,24.27
15.9,22.6,9.4,83,0,1.9,3.5,13,30.59
15.9,22.6,9.4,83,0,1.9,3.5,13,27.41
17,24,8.9,79,0,2.6,3.5,13,31.8
17,24,8.9,79,0,2.6,3.5,13,24.33
18.1,26,7.8,74,0,3.2,3.5,14.8,24.22
18.1,26,7.8,74,0,3.2,3.5,14.8,15.68
16.4,24,7.5,76,0,2.4,4.1,14.8,13.21
16.4,24,7.5,76,0,2.4,4.1,14.8,17.04
18.2,26,7.8,73,0,3.1,3.1,14.8,17.71
18.2,26,7.8,73,0,3.1,3.1,14.8,17.95
19.575,27.5,10.15,78,0,2.75,3.575,14.775,21.62
19.575,27.5,10.15,78,0,2.75,3.575,14.775,18.84
19.6,28,11.4,84,0,2.4,3.1,13,19.02
19.6,28,11.4,84,0,2.4,3.1,13,12.41
20.9,28,10,71,0,3.1,5,18.3,14.97
20.9,28,10,71,0,3.1,5,18.3,21.7
19.7,26,10.4,76,0,2.6,2.8,11.1,29.75
19.7,26,10.4,76,0,2.6,2.8,11.1,30.85
20.4,27,10.8,76,0,3.1,3.1,11.1,28.98
20.4,27,10.8,76,0,3.1,3.1,11.1,23.76
19.2,27,10.3,77,0,2.7,3.1,11.1,15.58
19.2,27,10.3,77,0,2.7,3.1,11.1,14.86
18.3,24,10.5,84,0,1.9,3.1,16.5,15.28
18.3,24,10.5,84,0,1.9,3.1,16.5,19.39
19.2,26,9,78,0,2.3,2.2,25.9,15.52
19.2,26,9,78,0,2.3,2.2,25.9,20.19
19.4,26,10.6,77,0,2.7,2.6,16.5,23.06
19.4,26,10.6,77,0,2.7,2.6,16.5,31.04
17.5,25,8.2,87,0,1.4,2.6,11.1,30.51
17.5,25,8.2,87,0,1.4,2.6,11.1,32.03
17.7,23,8.6,85,0,1.4,2.6,9.4,23.49
17.7,23,8.6,85,0,1.4,2.6,9.4,18.55
16.3,18,10,90,0,2.1,4.8,18.3,18.99
16.3,18,10,90,0,2.1,4.8,18.3,36.21
18.2,22,12.5,80,0,2.9,3.5,13,43.42
18.2,22,12.5,80,0,2.9,3.5,13,40.3
15.7,20,10,87,0,1.4,0,7.6,27.59
15.7,20,10,87,0,1.4,0,7.6,26.82
16.6,21.4,11.9,85,0,2.1,4.3,11.1,18.11
16.6,21.4,11.9,85,0,2.1,4.3,11.1,17.48
17.9,22,12.4,77,0,2.3,5.7,22.2,23.59
17.9,22,12.4,77,0,2.3,5.7,22.2,24.63
17.6,24,11,78,0,2.4,2,9.4,23.28
17.6,24,11,78,0,2.4,2,9.4,23.58
18.6,23,12.2,80,0,1.9,2.2,9.4,14.9
18.6,23,12.2,80,0,1.9,2.2,9.4,5.65
18.1,23.5,13.4,86,0,1.6,2,13,17.44
18.1,23.5,13.4,86,0,1.6,2,13,30.83
18.6,24,11.7,83,0,1.6,3,9.4,26.92
18.6,24,11.7,83,0,1.6,3,9.4,16.05
20.7,27,12.4,76,0,1.8,1.7,9.4,14.11
20.7,27,12.4,76,0,1.8,1.7,9.4,20.73
21.9,29,12.7,81,0,2.3,3.7,9.4,15.72
21.9,29,12.7,81,0,2.3,3.7,9.4,15.17
20.2,25,13.6,80,0,2.4,4.4,11.1,6.98
20.2,25,13.6,80,0,2.4,4.4,11.1,13.87
19.2,27,11.5,76,0,2.3,2,9.4,7.41
19.2,27,11.5,76,0,2.3,2,9.4,6.41
20.4,27.4,11.2,74,0,1.8,4.6,14.8,9.42
20.4,27.4,11.2,74,0,1.8,4.6,14.8,8.34
21.1,28,12,67,0,2.1,5.2,14.8,11.14
21.1,28,12,67,0,2.1,5.2,14.8,10.97
24.1,30,15.6,67,0,1.9,4.3,16.5,10.71
24.1,30,15.6,67,0,1.9,4.3,16.5,6.46
24,30,17,70,0,1.6,3.5,11.1,6.6
24,30,17,70,0,1.6,3.5,11.1,6.67
26.1,32,18,64,0,1.9,10.9,25.9,5.59
26.1,32,18,64,0,1.9,10.9,25.9,6.69
22.5,28,14,66,0,2.6,8.5,18.3,5.79
22.5,28,14,66,0,2.6,8.5,18.3,6.81
22.7,30,13.8,61,0,2.9,6.5,20.6,7.14
22.7,30,13.8,61,0,2.9,6.5,20.6,3.45
23.4,32,13.2,59,0,3.5,5.4,14.8,3.81
23.4,32,13.2,59,0,3.5,5.4,14.8,6.56
24.6,31.4,14.2,54,0,3.1,4.3,13,10.71
24.6,31.4,14.2,54,0,3.1,4.3,13,9
24,31,14.6,60,0,2.7,4.4,13,7.14
24,31,14.6,60,0,2.7,4.4,13,7.68
23.9,31.2,15.5,64,0,2.6,4.6,13,7.83
23.9,31.2,15.5,64,0,2.6,4.6,13,12.37
25.7,32,18.3,64,0,2.7,7.4,16.5,7.04
25.7,32,18.3,64,0,2.7,7.4,16.5,10.84
26.3,33.4,16.5,63,0,2.9,7,20.6,9.76
26.3,33.4,16.5,63,0,2.9,7,20.6,7.34
26.8,33,16.5,57,0,2.6,6.7,16.5,7.21
26.8,33,16.5,57,0,2.6,6.7,16.5,12.02
25.4,32,17.8,66,0,2.3,6.7,22.2,13.77
25.4,32,17.8,66,0,2.3,6.7,22.2,18.13
26.3,32,17,57,0,2.9,9.6,22.2,23.76
26.3,32,17,57,0,2.9,9.6,22.2,15.35
27.1,34,16.7,54,0,3.2,11.5,31.7,11.16
27.1,34,16.7,54,0,3.2,11.5,31.7,9.36
25.6,33,15.4,55,0,2.1,6.7,16.5,6.52
25.6,33,15.4,55,0,2.1,6.7,16.5,5.69
26.1,32,17.4,55,0,2.4,8.1,20.6,9.57
26.1,32,17.4,55,0,2.4,8.1,20.6,19.51
24.8,31,19.4,70,0,2.7,8.9,16.5,19.87
24.8,31,19.4,70,0,2.7,8.9,16.5,12.62
25.6,33.2,16.2,55,0,2.6,4.4,18.3,9.51
25.6,33.2,16.2,55,0,2.6,4.4,18.3,5.04
28.3,36,17.2,48,0,2.7,3.7,18.3,6.8
28.3,36,17.2,48,0,2.7,3.7,18.3,6.31
28.1,32.2,21,60,0,1.9,5.6,18.3,10.22
28.1,32.2,21,60,0,1.9,5.6,18.3,5.95
25.6,31.4,18.4,70,0,3.4,9.6,16.5,9.54
25.6,31.4,18.4,70,0,3.4,9.6,16.5,6.03
22,26,17.9,78,0,3.4,8,14.8,8.68
22,26,17.9,78,0,3.4,8,14.8,11.33
25.7,31.4,16.4,63,0,4.2,5.2,14.8,11.2
25.7,31.4,16.4,63,0,4.2,5.2,14.8,11.03
26.6,32,18.4,69,0,2.9,1.3,14.8,6.54
26.6,32,18.4,69,0,2.9,1.3,14.8,8.21
27.9,33,21.2,72,0,3.7,7.8,16.5,4.28
27.9,33,21.2,72,0,3.7,7.8,16.5,6.29
31.2,37,19.5,53,0,4.3,14.4,37,6.97
31.2,37,19.5,53,0,4.3,14.4,37,6.8
27.9,33,22.6,69,0,2.4,12.2,25.9,8
27.9,33,22.6,69,0,2.4,12.2,25.9,8.33
30.3,38,22,61,0,3.1,8.5,25.9,18.6
30.3,38,22,61,0,3.1,8.5,25.9,14.8
27.2,33,21,67,0,3.2,13,22.2,11.08
27.2,33,21,67,0,3.2,13,22.2,10.19
25.1,29,18.6,69,0,3.9,14.8,25.9,10.51
25.1,29,18.6,69,0.8925,3.9,14.8,25.9,8.73
23.7,28,19.8,86,0.8925,3.4,9.1,33.5,9.27
23.7,28,19.8,86,0.8925,3.4,9.1,33.5,6.26
23.7,25,21,89,0.8925,3.2,9.3,20.6,5.42
23.7,25,21,89,0.8925,3.2,9.3,20.6,5.73
24.4,30,20.4,84,0.8925,3.5,13.7,25.9,10.26
24.4,30,20.4,84,1.02,3.5,13.7,25.9,7.49
28.9,34.4,20.6,66,1.02,3.9,3.1,16.5,10.55
28.9,34.4,20.6,66,1.02,3.9,3.1,16.5,6.61
27.6,33,21.5,76,1.02,3.7,8.5,20.6,5.43
27.6,33,21.5,76,1.02,3.7,8.5,20.6,12.57
28.4,32.2,22.6,72,1.02,3.7,4.6,14.8,7.72
28.4,32.2,22.6,72,1.02,3.7,4.6,14.8,8.37
26.8,30.2,19.7,72,0,4,12.6,20.6,8.12
26.8,30.2,19.7,72,0,4,12.6,20.6,6.38
25.3,29,21,78,0.34,3.9,8.9,18.3,5.11
25.3,29,21,78,0.34,3.9,8.9,18.3,6.59
24.2,30.6,21,65,0,4.8,6.9,11.1,17.19
24.2,30.6,21,65,0,4.8,6.9,11.1,9.69
26,31,20.4,63,0,4.8,3.9,9.4,22.02
26,31,20.4,63,0,4.8,3.9,9.4,40.08
24.2,30.4,20,70,0.51,3.9,7,11.1,33.02
24.2,30.4,20,70,0.51,3.9,7,11.1,31.6
23.8,30.4,15.4,41,0,5.3,5.6,18.3,32.52
23.8,30.4,15.4,41,0,5.3,5.6,18.3,31.96
21.6,30.4,13,35,0,4.7,5.4,13,30.2
21.6,30.4,13,35,0,4.7,5.4,13,23.37
20.1,29.9,10,29,0,5.3,3.5,9.4,23.01
20.1,29.9,10,29,0,5.3,3.5,9.4,22.18
21.8,29,10.4,29,0,5.5,4.6,11.1,19.17
21.8,29,10.4,29,0,5.5,4.6,11.1,20.48
21.2,30,9,36,0,5.3,3.1,7.6,21.93
21.2,30,9,36,0,5.3,3.1,7.6,21.48
19.5,28.9,11,53,0,5,3.7,20.6,20.47
19.5,28.9,11,53,0,5,3.7,20.6,18.09
21,29.5,12,46,0,5.5,5.2,13,19.01
21,29.5,12,46,0,5.5,5.2,13,21.35
23.2,29.2,17,50,0,5.1,8.9,11.1,20.44
23.2,29.2,17,50,0,5.1,8.9,11.1,19.71
22.1,29.2,16,53,0,4.5,9.3,13,13.54
22.1,29.2,16,53,0,4.5,9.3,13,18.54
23.9,29.8,17,43,0,5,9.4,16.5,19.6
23.9,29.8,17,43,0,5,9.4,16.5,20.68
23.2,29,17,50,0,4.7,8.7,13,32.1
23.2,29,17,50,0,4.7,8.7,13,28.57
23.7,29.2,15,41,0,5.8,7.4,14.8,32.65
23.7,29.2,15,41,0,5.8,7.4,14.8,23.89
22.7,29.8,17,54,0,5,3.7,11.1,19.41
22.7,29.8,17,54,0,5,3.7,11.1,45.9
22.6,30.4,13,49,0,5.3,3,11.1,41.93
22.6,30.4,13,49,0,5.3,3,11.1,36.6
23.3,30.4,17,56,0,4.8,7.6,11.1,22.94
23.3,30.4,17,56,0,4.8,7.6,11.1,15.96
23.9,29.8,18.7,44,0,5.1,7.2,13,16.54
23.9,29.8,18.7,44,0,5.1,7.2,13,12.77
25.3,31,13,34,0,5.5,8.5,14.8,20.962
25.3,31,13,34,0,5.5,8.5,14.8,26.48
25.2,32,19,40,0,4.5,9.4,14.8,12.59
25.2,32,19,40,0,4.5,9.4,14.8,33.58
24.4,31.2,17,43,0,5,9.8,14.8,30.51
24.4,31.2,17,43,0,5,9.8,14.8,45.49
26.8,34,13,29,0,5.3,4.8,13,52.83
26.8,34,13,29,0,5.3,4.8,13,24.63
25.9,33.9,16,31,0,5.1,4.4,9.4,17.3
25.9,33.9,16,31,0,5.1,4.4,9.4,18.22
26.6,35.5,15.8,25,0,5.3,4.6,13,22.16
26.6,35.5,15.8,25,0,5.3,4.6,13,38.32
27.6,35.7,19,36,0,5.3,7,11.1,38.21
27.6,35.7,19,36,0,5.3,7,11.1,29.65
27.1,34,20,40,0,5.3,8.3,16.5,24.99
27.1,34,20,40,0,5.3,8.3,16.5,22.9
26.1,33,17,37,0,5.6,5,11.1,19.24
26.1,33,17,37,0,5.6,5,11.1,13.32
28.9,36,15,21,0,5.3,4.8,11.1,10.93
28.9,36,15,21,0,5.3,4.8,11.1,17.6
28.4,37,16,24,0,5.6,5.7,13,18.14
28.4,37,16,24,0,5.6,5.7,13,17.44
26.6,35.4,19,37,0,5.6,6.5,14.8,20.67
26.6,35.4,19,37,0,5.6,6.5,14.8,14.68
23.3,33.2,18,69,0,3.9,5.2,11.1,19.36
23.3,33.2,18,69,0,3.9,5.2,11.1,16.46
25.8,30,20.8,59,19.05,5.5,2,11.1,29.46
25.8,30,20.8,59,19.05,5.5,2,11.1,26.4
27.4,32,21.2,45,0,5,6.7,14.8,30.79
27.4,32,21.2,45,0,5,6.7,14.8,25.33
27.6,33,22,53,0.25,4.8,7.6,25.9,23.86
27.6,33,22,53,0.25,4.8,7.6,25.9,16.89
27.8,34,20.4,56,0,4.8,6.5,11.1,11.37
27.8,34,20.4,56,0,4.8,6.5,11.1,13.34
24.3,32.6,19,58,0.51,3.7,3.9,11.1,18.99
24.3,32.6,19,58,0.51,3.7,3.9,11.1,18.97
28.9,35,18,32,0,5.6,5.6,14.8,19.97
28.9,35,18,32,0,5.6,5.6,14.8,26.43
28.7,36,19,32,0,5.8,7.2,11.1,27.4
28.7,36,19,32,0,5.8,7.2,11.1,25.69
28.7,38,20,39,0,5,6.9,14.8,45.32
28.7,38,20,39,0,5,6.9,14.8,41.95
29.4,37,22,29,0,5.1,5,11.1,32.15
29.4,37,22,29,0,5.1,5,11.1,13.56
31.6,37,22.2,23,0,5.8,6.9,14.8,13.92
31.6,37,22.2,23,0,5.8,6.9,14.8,18.56
30.6,39,20,26,0,5,5.6,13,14.74
30.6,39,20,26,0,5,5.6,13,13.84
31.8,38.1,22,31,0,5.6,7.8,16.5,16.94
31.8,38.1,22,31,0,5.6,7.8,16.5,13.18
30.3,37,22,38,0,5.3,9.8,14.8,14.34
30.3,37,22,38,0,5.3,9.8,14.8,22.86
30.4,37,23,40,0,5.3,6.9,11.1,19.62
30.4,37,23,40,0,5.3,6.9,11.1,20.91
30.6,36,23.6,41,0,5,8.3,14.8,12.91
30.6,36,23.6,41,0,5,8.3,14.8,17.06
32.6,40,23,35,0,5.3,6.5,11.1,9.28
32.6,40,23,35,0,5.3,6.5,11.1,13.18
33.3,40,25,34,0,5.6,4.4,14.8,12.34
33.3,40,25,34,0,5.6,4.4,14.8,17.22
33.3,39.1,25.4,25,0,5.6,5.2,14.8,8.78
33.3,39.1,25.4,25,0,5.6,5.2,14.8,13.36
31.1,40,24,48,0,5.5,8,11.1,20.35
31.1,40,24,48,0,5.5,8,11.1,15.29
30.9,37.8,24,40,0,5,10.4,14.8,12.22
30.9,37.8,24,40,0,5,10.4,14.8,15.82
30.7,39,24.6,50,0,5.5,8.9,14.8,33.56
30.7,39,24.6,50,0,5.5,8.9,14.8,21.04
23.9,30,16.5,67,60.96,5.1,6.1,14.8,15.76
23.9,30,16.5,67,60.96,5.1,6.1,14.8,15.17
22.9,29.5,16.7,63,24.89,4.3,5.2,18.3,18.78
22.9,29.5,16.7,63,24.89,4.3,5.2,18.3,17.45
27,32,17.4,50,1.02,4.8,8,13,12.68
27,32,17.4,50,1.02,4.8,8,13,7.42
31.9,38,22,42,0,6.3,3.5,11.1,18.492
31.9,38,22,42,0,6.3,3.5,11.1,28.32
32.7,38,26,36,0,5.3,6.3,14.8,18.93
32.7,38,26,36,0,5.3,6.3,14.8,18.65
33.6,40,25,36,0,5.8,6.1,11.1,19.14
33.6,40,25,36,0,5.8,6.1,11.1,29.62
31.3,38,26,43,0,5.8,7.2,14.8,14.38
31.3,38,26,43,0,5.8,7.2,14.8,13.74
30.2,37.5,24,52,0,5.3,8.3,14.8,17.31
30.2,37.5,24,52,0,5.3,8.3,14.8,15.34
32.3,38,24.4,41,0,5.3,4.8,11.1,18.21
32.3,38,24.4,41,0,5.3,4.8,11.1,18.06
34.9,41,26.2,24,0,6.3,6.5,11.1,26.23
34.9,41,26.2,24,0,6.3,6.5,11.1,22.78
34,41,27,31,0,5.1,8.1,16.5,16.65
34,41,27,31,0,5.1,8.1,16.5,21.67
31.8,40.9,27,38,0,4.8,9.1,14.8,13.54
31.8,40.9,27,38,0,4.8,9.1,14.8,21.74
32.4,38.6,25,45,0,5.5,5.7,13,8.42
32.4,38.6,25,45,0,5.5,5.7,13,8.52
33.6,41,25,28,0,5.5,5.9,27.8,11.99
33.6,41,25,28,0,5.5,5.9,27.8,9.74
34.7,41,27,31,0,5.5,5.6,14.8,13.2
34.7,41,27,31,0,5.5,5.6,14.8,18.36
31.9,38.4,25,40,0,5,5,11.1,16.05
31.9,38.4,25,40,0,5,5,11.1,20.16
31.7,37.1,26,44,0,5.3,7.2,13,18.99
31.7,37.1,26,44,0,5.3,7.2,13,13.27
28.7,38,23,57,3.05,4.7,8.3,16.5,13.64
28.7,38,23,57,3.05,4.7,8.3,16.5,11.5
35,42.5,28.9,38,0,5.8,7.6,14.8,15.75
35,42.5,28.9,38,0,5.8,7.6,14.8,12.31
36.6,43,29,28,0,5.3,9.8,20.6,10.4
36.6,43,29,28,0,5.3,9.8,20.6,15.76
37.3,45,31.2,24,0,6,6.9,13,11.3
37.3,45,31.2,24,0,6,6.9,13,13.81
36.3,41.5,29.6,27,0,6.4,12.6,22.2,9.84
36.3,41.5,29.6,27,0,6.4,12.6,22.2,8.57
36.1,43,30,25,0,5.5,9.8,18.3,14.49
36.1,43,30,25,0,5.5,9.8,18.3,11.94
36.3,42.8,30.5,27,0,5.6,11.9,24.1,14.44
36.3,42.8,30.5,27,0,5.6,11.9,24.1,15.72
36.9,43,28,29,0,5,8.1,24.1,20.71
36.9,43,28,29,0,5,8.1,24.1,11.84
31,42.8,26,47,0,5,11.9,24.1,12.17
31,42.8,26,47,0,5,11.9,24.1,14.21
31.3,39,27,45,0,4.8,14.8,24.1,13.23
31.3,39,27,45,0,4.8,14.8,24.1,11.33
33.9,38,24.9,35,0,5.3,8.1,14.8,12.49
33.9,38,24.9,35,0,5.3,8.1,14.8,9.67
29.6,36.8,22.5,61,0,4.3,9.1,14.8,6.58
29.6,36.8,22.5,61,0,4.3,9.1,14.8,8.18
31.4,36.3,24.8,50,0,5.3,11.3,24.1,8.22
31.4,36.3,24.8,50,0,5.3,11.3,24.1,6.55
29.8,35.3,24,52,14.48,5,10.7,25.9,8.71
29.8,35.3,24,52,14.48,5,10.7,25.9,8.36
26.3,34.7,21.9,76,28.96,4.7,9.6,25.9,7.91
26.3,34.7,21.9,76,28.96,4.7,9.6,25.9,5.87
26,31.3,22.3,76,0,4.8,14.3,25.9,4.18
26,31.3,22.3,76,0,4.8,14.3,25.9,4.07
25.6,30.1,23,73,0.255,5.1,15.9,24.1,4.24
25.6,30.1,23,73,0.255,5.1,15.9,24.1,7.34
26.5,31.6,21,62,0.255,4.7,22.2,40.7,9.26
26.5,31.6,21,62,0.255,4.7,22.2,40.7,10.35
25.8,31.5,23,67,0.51,3.9,19.3,37,18.72
25.8,31.5,23,67,0.51,3.9,19.3,37,12.07
23.7,28.8,22,84,0,3.4,13.1,22.2,5.89
23.7,28.8,22,84,0,3.4,13.1,22.2,10.41
29,33.9,24.9,56,0,5,18,27.8,9.01
29,33.9,24.9,56,0,5,18,27.8,8.77
29.3,34.2,24,55,0,4.8,13.7,18.3,5.22
