T,TM,Tm,H,PP,VV,V,VM,PM2.5
23.3,30,13,52,0,4.3,3.7,11.1,36.59
24.3,32,14.1,49,0,5,3.3,11.1,40.84
24.3,32,14.1,49,0,5,3.3,11.1,41.23
27,33,18.9,58,0,4.8,8.5,14.8,41.63
27,33,18.9,58,0,4.8,8.5,14.8,48.94
23.8,31,19.6,85,1.02,4.5,6.7,11.1,39.06
23.8,31,19.6,85,1.02,4.5,6.7,11.1,37.73
19.7,26.5,18,92,9.91,2.1,7.2,11.1,39.82
19.7,26.5,18,92,9.91,2.1,7.2,11.1,30.77
22.7,29,12.8,66,0,4.7,6.1,11.1,41.63
22.7,29,12.8,66,0,4.7,6.1,11.1,41.06
24.3,29,17.7,62,0,4.5,5.9,9.4,36.35
24.3,29,17.7,62,0,4.5,5.9,9.4,43.36
24.1,29.6,15.8,62,0,4.2,6.1,11.1,50.52
24.1,29.6,15.8,62,0,4.2,6.1,11.1,50.06
24.5,29,16.9,62,0,4.7,7.4,16.5,51.5
24.5,29,16.9,62,0,4.7,7.4,16.5,48.51
28.1,35,19.3,51,0,5.1,7,14.8,55.2
28.1,35,19.3,51,0,5.1,7,14.8,59.8
25,33.4,19.6,52,0,5.1,4.6,18.3,59.21
25,33.4,19.6,52,0,5.1,4.6,18.3,48.49
23.5,30.7,17.6,40,0,5.6,7.4,13,37.8
23.5,30.7,17.6,40,0,5.6,7.4,13,43.82
26.2,31,19.3,51,0,4.7,7.8,14.8,45.6
26.2,31,19.3,51,0,4.7,7.8,14.8,39.01
27,34,18.5,56,0,5,5.4,13,31.28
27,34,18.5,56,0,5,5.4,13,37.69
29.2,35,19.9,49,0,5.3,8.1,14.8,33.48
29.2,35,19.9,49,0,5.3,8.1,14.8,33.08
29.3,35,21.7,63,0,5.5,9.1,14.8,40.63
29.3,35,21.7,63,0,5.5,9.1,14.8,42.14
28.1,34.9,20.9,64,0,5.3,10,16.5,31.45
28.1,34.9,20.9,64,0,5.3,10,16.5,36.35
29.2,36,21.3,46,0,5.5,8,14.8,32.69
29.2,36,21.3,46,0,5.5,8,14.8,41
31.8,38,22.3,30,0,5.6,9.4,16.5,37.57
31.8,38,22.3,30,0,5.6,9.4,16.5,39.47
29.5,37.3,20.7,41,0,5.5,4.8,13,33.26
29.5,37.3,20.7,41,0,5.5,4.8,13,43.07
27.3,35.4,21.5,69,0,4.7,6.5,11.1,30.74
27.3,35.4,21.5,69,0,4.7,6.5,11.1,25.52
27.5,33.4,21.7,69,0,5.1,9.8,14.8,24.77
27.5,33.4,21.7,69,0,5.1,9.8,14.8,27.5
28.1,33.1,22.2,66,0,5.3,10.6,14.8,34.65
28.1,33.1,22.2,66,0,5.3,10.6,14.8,29.87
30,36,21.8,57,0,5.6,8,11.1,36.16
30,36,21.8,57,0,5.6,8,11.1,43.87
29.1,36,17.9,33,0,5.8,5,11.1,51.92
29.1,36,17.9,33,0,5.8,5,11.1,41.82
29.9,35.6,21.1,52,0,5.1,5.7,11.1,39.66
29.9,35.6,21.1,52,0,5.1,5.7,11.1,38.87
30.6,35,23.1,56,0,5.3,7.8,16.5,36.43
30.6,35,23.1,56,0,5.3,7.8,16.5,38.41
32.6,39,23.7,33,0,5.3,8.5,18.3,36.05
32.6,39,23.7,33,0,5.3,8.5,18.3,32.12
32.9,39,22.8,30,0,6,8.3,14.8,36.53
32.9,39,22.8,30,0,6,8.3,14.8,43.68
32.4,39,22.3,31,0,5.6,8.7,16.5,52.95
32.4,39,22.3,31,0,5.6,8.7,16.5,47.23
31.6,38,21.7,49,0,5.6,8.7,18.3,46.82
31.6,38,21.7,49,0,5.6,8.7,18.3,46.39
31.1,38,22.7,55,0,5.5,10.9,18.3,48.29
31.1,38,22.7,55,0,5.5,10.9,18.3,37.24
31.1,38,22.5,50,0,5.6,10,14.8,41.34
31.1,38,22.5,50,0,5.6,10,14.8,38.89
32.3,38,24.7,44,0,5.6,8,18.3,42.5
32.3,38,24.7,44,0,5.6,8,18.3,36.62
32.6,39,25,45,0,5.5,7.2,14.8,43.35
32.6,39,25,45,0,5.5,7.2,14.8,48.5
33.1,40,25.3,40,0,5.5,6.3,14.8,55.84
33.1,40,25.3,40,0,5.5,6.3,14.8,48.9
34.7,42,24,31,0,5.8,6.7,18.3,43.6
34.7,42,24,31,0.1,5.8,6.7,18.3,36.78
34.7,42,26.7,29,0.25,5.6,6.7,14.8,44.73
34.7,42,26.7,29,0.25,5.6,6.7,14.8,37.62
34.5,42,26.3,36,0,5.6,8,14.8,46.56
34.5,42,26.3,36,0,5.6,8,14.8,49.91
31.6,40.4,24.5,56,0,5.6,8.1,14.8,41.93
31.6,40.4,24.5,56,0,5.6,8.1,14.8,41.88
32.3,40,23.1,45,0,5.6,6.7,14.8,52.22
32.3,40,23.1,45,0,5.6,6.7,14.8,42.3
31.4,39.4,23.3,45,0,5.5,8.1,22.2,39.47
31.4,39.4,23.3,45,0,5.5,8.1,22.2,34.95
30.3,38.5,24.7,58,0,5.5,6.7,14.8,44.33
30.3,38.5,24.7,58,0,5.5,6.7,14.8,27.67
33.7,40,23.8,40,3.05,5.8,6.3,13,24.01
33.7,40,23.8,40,3.05,5.8,6.3,13,35.63
34.7,40,25.5,36,0,5.6,6.9,11.1,35.67
34.7,40,25.5,36,0,5.6,6.9,11.1,28.41
34.3,40,25,33,0,6,6.9,13,32.08
34.3,40,25,33,0,6,6.9,13,31.14
30.7,39,20.6,60,20.07,5.3,8.3,22.2,23.71
30.7,39,20.6,60,20.07,5.3,8.3,22.2,12.39
30.9,38,24.5,57,1.02,5.8,8.5,14.8,8.7
30.9,38,24.5,57,1.02,5.8,8.5,14.8,11.21
33.2,39,24,47,0,5.6,8,18.3,15.94
33.2,39,24,47,0,5.6,8,18.3,22.29
35.1,41,24.5,34,0,6,4.8,11.1,19.58
35.1,41,24.5,34,0,6,4.8,11.1,23.78
36,41,26,33,0,5.6,6.1,13,22.29
36,41,26,33,0,5.6,6.1,13,21.59
36.4,47,27.5,33,0,6.3,7.8,14.8,18.96
36.4,47,27.5,33,0,6.3,7.8,14.8,28.11
34.5,41,29,37,0.25,5.8,10,22.2,24.75
34.5,41,29,37,0.25,5.8,10,22.2,26.44
36.4,41.6,27.9,25,0,5.6,13.5,22.2,25.45
36.4,41.6,27.9,25,0,5.6,13.5,22.2,27
35.1,41.5,26.5,28,0,6.3,11.9,22.2,18.07
35.1,41.5,26.5,28,0,6.3,11.9,22.2,9.85
36.5,41.7,28.6,24,0,6.3,4.4,11.1,9.89
36.5,41.7,28.6,24,0,6.3,4.4,11.1,12.75
35.8,42.2,30,24,0,6.4,7.2,18.3,18.55
35.8,42.2,30,24,0,6.4,7.2,18.3,18.32
35.2,42.1,30,27,0,6.4,6.3,20.6,17.75
35.2,42.1,30,27,0,6.4,6.3,20.6,20.08
35.6,42,27,36,0,6.3,8,20.6,17.71
35.6,42,27,36,0,6.3,8,20.6,16.27
35.4,41.2,29.9,37,0,6,8.1,14.8,15.95
35.4,41.2,29.9,37,0,6,8.1,14.8,15.22
34.6,41.2,29.2,42,0,6.3,8.5,22.2,16.51
34.6,41.2,29.2,42,0,6.3,8.5,22.2,15.35
34.6,41.2,29.2,42,0,6.3,8.5,22.2,12.67
34.6,41.2,29.2,42,0,6.3,8.5,22.2,16.54
34.6,41.2,29.2,42,0,6.3,8.5,22.2,18.41
34.6,41.2,29.2,42,0,6.3,8.5,22.2,12.8
34.6,41.2,29.2,42,0,6.3,8.5,22.2,14.43
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,15.96
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,24.07
35.9,41.86666667,29.36666667,42,0,5.833333333,6.3,15.93333333,22.29
36,42,30,43,0,5.6,6.3,16.5,26.43
36,42,30,43,0,5.6,6.3,16.5,31.27
35.7,41.6,28.1,40,0,6.3,6.3,14.8,20.12
35.7,41.6,28.1,40,0,6.3,6.3,14.8,14.08
36.4,42,29.7,34,0,6.3,9.1,16.5,12.01
36.4,42,29.7,34,0,6.3,9.1,16.5,8.13
36.9,43.3,29.2,41,0,6,8.3,20.6,10.24
36.9,43.3,29.2,41,0,6,8.3,20.6,12.86
35.4,41.8,27.6,49,0,5.6,8.9,18.3,14.72
35.4,41.8,27.6,49,0,5.6,8.9,18.3,12.96
37.2,42,30,39,0,5.6,7.6,14.8,13.46
37.2,42,30,39,0,5.6,7.6,14.8,8.99
32.7,41.2,27.1,51,0,5.6,6.5,16.5,8.48
32.7,41.2,27.1,51,0,5.6,6.5,16.5,10.95
35.1,42,27,43,3.05,5.5,8.1,27.8,10.31
35.1,42,27,43,3.05,5.5,8.1,27.8,8.01
31.1,42.7,24.4,61,8.89,5,15.2,24.1,6.75
31.1,42.7,24.4,61,8.89,5,15.2,24.1,6.24
34.4,41.8,23,49,12.1925,5.6,8.7,18.3,7.95
34.4,41.8,23,49,12.1925,5.6,8.7,18.3,10.01
29.6,40.2,22.7,71,27.94,5.3,6.5,18.3,9.72
29.6,40.2,22.7,71,27.94,5.3,6.5,18.3,12.45
33.4,39,27.2,55,0,5.8,6.7,18.3,12.46
33.4,39,27.2,55,0,5.8,6.7,18.3,11.94
31.6,37.7,26.2,59,0,5.6,15.9,25.9,17.37
31.6,37.7,26.2,59,0,5.6,15.9,25.9,24.17
32.5,36,25.7,53,0,5.6,16.5,27.8,29.79
32.5,36,25.7,53,0,5.6,16.5,27.8,23.12
33.3,38,26,47,0,5.6,20.2,27.8,19.11
33.3,38,26,47,0,5.6,20.2,27.8,17.17
33.6,38.2,27.4,48,0,5.6,17,29.4,23.03
33.6,38.2,27.4,48,0,5.6,17,29.4,29.92
32.5,38.4,26.7,55,0,5.6,16.7,27.8,25.94
32.5,38.4,26.7,55,0,5.6,16.7,27.8,31.38
29.1,37.3,23.2,72,0,5,9.3,22.2,27.23
29.1,37.3,23.2,72,0,5,9.3,22.2,20.35
29.1,34.6,21.1,75,36.07,5,5.2,11.1,23.71
29.1,34.6,21.1,75,36.07,5,5.2,11.1,14.82
30.7,35,25,64,0,5.6,11.3,20.6,14.89
30.7,35,25,64,0,5.6,11.3,20.6,17.16
30.8,35.6,25,65,0.25,5.3,13.9,24.1,18.86
30.8,35.6,25,65,0.25,5.3,13.9,24.1,19.35
26.6,29,23.8,82,0,5.5,17,27.8,16.92
26.6,29,23.8,82,0,5.5,17,27.8,16.5
27.1,29.5,23.4,81,2.03,5.8,18.3,33.5,13.98
27.1,29.5,23.4,81,2.03,5.8,18.3,33.5,11.85
28.1,33,24,73,0,5.1,20,29.4,15.72
28.1,33,24,73,0,5.1,20,29.4,12.92
29.1,33,24.3,71,0,5.8,20.2,31.7,12.2
29.1,33,24.3,71,0,5.8,20.2,31.7,11.14
29.6,34,25,69,0.25,5.6,17.4,33.5,11.92
29.6,34,25,69,0.25,5.6,17.4,33.5,13.65
29.6,34.2,25.1,70,0.51,6,17.4,27.8,10.31
29.6,34.2,25.1,70,0.51,6,17.4,27.8,13.26
28.4,34,23.3,79,0.25,5.6,12.2,22.2,14.98
28.4,34,23.3,79,0.25,5.6,12.2,22.2,18.19
29.2,34.8,23,73,5.08,5.6,10.4,22.2,21.73
29.2,34.8,23,73,5.08,5.6,10.4,22.2,16.32
27.2,34.7,25,80,0,5.3,9.6,22.2,18.39
27.2,34.7,25,80,0,5.3,9.6,22.2,22.47
28.2,35,23,79,0.25,5.5,6.3,13,28.23
28.2,35,23,79,0.25,5.5,6.3,13,28.85
27.2,33.8,22.6,84,25.91,5.6,6.7,16.5,25.01
27.2,33.8,22.6,84,25.91,5.6,6.7,16.5,25.6
28.3,32,24.4,80,0,5.6,6.9,14.8,20.54
28.3,32,24.4,80,0,5.6,6.9,14.8,25.81
28.1,33,24.8,78,5.08,5.5,15.9,25.9,27.01
28.1,33,24.8,78,5.08,5.5,15.9,25.9,32.95
26.1,33.2,23,85,3.05,5.1,17,27.8,28.07
26.1,33.2,23,85,3.05,5.1,17,27.8,22.37
26.4,29.7,22.4,83,0,4.8,20.2,29.4,20.4
26.4,29.7,22.4,83,0,4.8,20.2,29.4,15.49
26.3,30,23,85,0.25,5.1,15.6,25.9,25.85
26.3,30,23,85,0.25,5.1,15.6,25.9,33.27
25.6,30.6,22.8,88,2.03,4.8,18,27.8,41.11
25.6,30.6,22.8,88,2.03,4.8,18,27.8,39.12
23.2,29.9,22.2,96,14.99,4.7,17.4,27.8,31.98
23.2,29.9,22.2,96,14.99,4.7,17.4,27.8,32.24
24.1,25.2,22.1,94,48.01,4.8,18.7,27.8,34.73
24.1,25.2,22.1,94,48.01,4.8,18.7,27.8,40.22
25.2,28.7,22.9,90,3.05,4.7,21.5,29.4,42.99
25.2,28.7,22.9,90,3.05,4.7,21.5,29.4,50.79
26.7,28,23.1,86,5.08,4.8,20.7,31.7,56.9
26.7,28,23.1,86,5.08,4.8,20.7,31.7,54.17
27.1,30,23.8,83,0.51,4.8,17.8,29.4,39.07
27.1,30,23.8,83,0.51,4.8,17.8,29.4,34.57
27.3,31.4,24.6,84,0,5.1,10.6,24.1,34.91
27.3,31.4,24.6,84,0,5.1,10.6,24.1,36.35
28.1,31.2,23.8,80,1.02,4.8,12.6,22.2,53.22
28.1,31.2,23.8,80,1.02,4.8,12.6,22.2,52.62
28.6,32,24.2,76,0,4.8,12.4,20.6,59.41
28.6,32,24.2,76,0,4.8,12.4,20.6,48.12
27.7,32.4,23.7,84,3.05,5.6,9.4,20.6,24.3
27.7,32.4,23.7,84,3.05,5.6,9.4,20.6,22.92
28.4,32.9,25.2,80,0,5.5,10.9,18.3,28.04
28.4,32.9,25.2,80,0,5.5,10.9,18.3,22.03
27.7,32.6,25,81,2.0325,5.1,12.4,22.2,41.03
27.7,32.6,25,81,2.0325,5.1,12.4,22.2,37.8
27.6,32.7,22.6,76,5.08,5.5,13.7,24.1,22.53
27.6,32.7,22.6,76,5.08,5.5,13.7,24.1,23.54
27.7,31.2,23.1,73,0,5.3,14.4,22.2,18.81
27.7,31.2,23.1,73,0,5.3,14.4,22.2,40.65
28.3,32,22.8,68,0,5.6,14.1,24.1,64.09
28.3,32,22.8,68,0,5.6,14.1,24.1,42.04
26.2,32,22.6,87,6.1,5.5,14.6,24.1,40.41
26.2,32,22.6,87,6.1,5.5,14.6,24.1,21.39
24.7,30.2,21.8,91,6.1,4.7,12.8,22.2,22.51
24.7,30.2,21.8,91,6.1,4.7,12.8,22.2,29.98
24.9,28.2,22,90,30.99,4.2,10.9,18.3,37.22
24.9,28.2,22,90,30.99,4.2,10.9,18.3,57.61
25.3,28.6,22.2,88,8.89,4.8,15.4,24.1,84.85
25.3,28.6,22.2,88,8.89,4.8,15.4,24.1,84
26.4,29.3,23.2,86,7.11,5.5,17.2,25.9,70.7
26.4,29.3,23.2,86,7.11,5.5,17.2,25.9,69.8
26.7,29,23.3,85,0,5.5,16.1,24.1,81.35
26.7,29,23.3,85,0,5.5,16.1,24.1,72.38
26.2,30,23.5,89,0,5.3,12,22.2,60.06
26.2,30,23.5,89,0,5.3,12,22.2,56.27
27.1,29,23.2,82,0,5.5,13.3,33.5,62.64
27.1,29,23.2,82,0,5.5,13.3,33.5,67.77
27.7,32,23.3,80,0,5.5,8.5,16.5,69.15
27.7,32,23.3,80,0,5.5,8.5,16.5,66.42
27.2,32.6,22.5,84,0.76,5.3,7,18.3,70.79
27.2,32.6,22.5,84,0.76,5.3,7,18.3,76.03
25.6,29.9,23.8,92,0,4.5,4.4,9.4,82.72
25.6,29.9,23.8,92,0,4.5,4.4,9.4,84.11
25.7,30,23.1,90,16,4.7,5.4,14.8,78.63
25.7,30,23.1,90,16,4.7,5.4,14.8,76.7
27.2,31.5,23,82,5.08,5.1,4.6,13,75.82
27.2,31.5,23,82,5.08,5.1,4.6,13,80.31
25.7,30.8,22,91,74.93,4.3,7.6,18.3,86.18
25.7,30.8,22,91,74.93,4.3,7.6,18.3,80.88
26,29.9,21.6,89,38.1,4.8,8,11.1,71.3
26,29.9,21.6,89,38.1,4.8,8,11.1,74.49
25.8,29,21.1,89,89.92,5.5,5,13,62.42
25.8,29,21.1,89,89.92,5.5,5,13,63.81
27.2,32,22.5,84,0,4.5,5.7,14.8,61.97
27.2,32,22.5,84,0,4.5,5.7,14.8,45.57
28,32,22.8,83,0,5.5,7,14.8,47.66
28,32,22.8,83,0,5.5,7,14.8,79.37
26.8,32.4,23.4,85,7.11,4.7,5.9,22.2,82.44
26.8,32.4,23.4,85,7.11,4.7,5.9,22.2,85.82
26.8,31.5,21.4,84,25.91,5.1,3.5,11.1,83.29
26.8,31.5,21.4,84,25.91,5.1,3.5,11.1,67.07
26.7,31.6,22.7,87,0,4.2,4.6,18.3,57.77
26.7,31.6,22.7,87,0,4.2,4.6,18.3,58.14
25.1,31.5,22.2,89,4.06,4.2,1.7,24.1,64.73
25.1,31.5,22.2,89,4.06,4.2,1.7,24.1,55.77
26.5,32,21.6,86,1.02,5,3.1,13,31.86
26.5,32,21.6,86,1.02,5,3.1,13,40.8
27.8,31.9,22.4,82,0.25,5.1,6.1,18.3,43.43
27.8,31.9,22.4,82,0.25,5.1,6.1,18.3,50.84
27.3,31.8,23.1,83,0,4.8,6.3,14.8,69.16
27.3,31.8,23.1,83,0,4.8,6.3,14.8,75.72
25.8,29.3,22.1,89,0,4.5,7.8,14.8,75.66
25.8,29.3,22.1,89,0,4.5,7.8,14.8,78.86
25.3,29.3,22.8,91,2.03,4.5,4.1,9.4,82.1
25.3,29.3,22.8,91,2.03,4.5,4.1,9.4,77.15
25.8,29,22.2,86,0,5.3,6.9,11.1,74.42
25.8,29,22.2,86,0,5.3,6.9,11.1,62.38
27.1,30.5,22.1,82,0,5.1,5.2,13,72.06
27.1,30.5,22.1,82,0,5.1,5.2,13,62.79
27.4,31,23,80,0,5.5,7.2,14.8,56.3
27.4,31,23,80,0,5.5,7.2,14.8,73.73
27.8,32,23.2,79,0,5.1,6.5,9.4,80.23
27.8,32,23.2,79,0,5.1,6.5,9.4,72.02
25.7,29.1,22.1,87,0,5.1,9.1,14.8,47.37
25.7,29.1,22.1,87,0,5.1,9.1,14.8,41.19
26.6,30,22.8,84,0,5.3,7.2,14.8,30.8
26.6,30,22.8,84,0,5.3,7.2,14.8,33.09
27.2,30.5,22.5,81,0,5,5.9,11.1,57.96
27.2,30.5,22.5,81,0,5,5.9,11.1,64.52
27.6,31.2,21.1,79,0,5.1,4.8,9.4,56.86
27.6,31.2,21.1,79,0,5.1,4.8,9.4,51.1
27.3,32.6,20.7,72,0,4.7,3.5,7.6,40.04
27.3,32.6,20.7,72,0,4.7,3.5,7.6,46.45
26.7,32.2,22.8,76,0,3.7,2.6,9.4,74.35
26.7,32.2,22.8,76,0,3.7,2.6,9.4,74.55
26.6,31.4,20.9,75,0,3.7,4.6,11.1,67.37
26.6,31.4,20.9,75,0,3.7,4.6,11.1,65.69
25.2,30.8,17.6,71,0,5.5,6.9,13,72.24
25.2,30.8,17.6,71,0,5.5,6.9,13,50.23
25.2,29.7,20.6,76,0,4,5.9,11.1,35.28
25.2,29.7,20.6,76,0,4,5.9,11.1,31.16
25.4,29.5,20.4,78,0,4,4.1,11.1,35.01
25.4,29.5,20.4,78,0,4,4.1,11.1,34.14
26.7,31.7,20.2,69,0,4.3,4.3,9.4,39.98
26.7,31.7,20.2,69,0,4.3,4.3,9.4,37.27
25.4,31.4,21.6,78,0,3.9,6.1,11.1,38.79
25.4,31.4,21.6,78,0,3.9,6.1,11.1,56.38
24.9,29.4,20.6,77,0,4,6.1,11.1,63.09
24.9,29.4,20.6,77,0,4,6.1,11.1,67.01
24.4,29.4,17.6,76,0,3.5,7,13,62.52
24.4,29.4,17.6,76,0,3.5,7,13,57.99
23.3,29.5,17.8,76,0,3.7,5.9,11.1,51.37
23.3,29.5,17.8,76,0,3.7,5.9,11.1,58.15
24.3,29,18.4,71,0,4,6.5,16.5,68.2
24.3,29,18.4,71,0,4,6.5,16.5,59.22
25.2,30.2,20.9,80,0,4.3,7.6,13,38.88
25.2,30.2,20.9,80,0,4.3,7.6,13,40.2
23.8,29.2,20,86,0,3.9,8.1,18.3,36.94
23.8,29.2,20,86,0,3.9,8.1,18.3,27.77
23.4,26.8,19.7,89,4.06,3.9,3.3,9.4,32.73
23.4,26.8,19.7,89,4.06,3.9,3.3,9.4,30.56
22.9,27,16,75,0,4,5.2,55.4,32.21
22.9,27,16,75,0,4,5.2,55.4,38.5
23.6,27.6,18,79,0,3.9,4.6,11.1,41.49
23.6,27.6,18,79,0,3.9,4.6,11.1,39.28
23.9,27.5,19.7,79,0,4.3,5,14.8,42.7
23.9,27.5,19.7,79,0,4.3,5,14.8,56.38
25.2,30,18.7,69,0,4.8,5.2,13,61.85
25.2,30,18.7,69,0,4.8,5.2,13,74.29
24.9,30,20,76,0,4.7,7.8,14.8,66.96
24.9,30,20,76,0,4.7,7.8,14.8,65.61
24.8,29,19.2,71,0,4.8,8,18.3,59.75
24.8,29,19.2,71,0,4.8,8,18.3,45.93
23.3,28,18,76,0,3.9,3.5,9.4,49.6
23.3,28,18,76,0,3.9,3.5,9.4,45.57
23.2,28.3,16,73,0,3.9,3.3,9.4,35.27
23.2,28.3,16,73,0,3.9,3.3,9.4,28.81
23.7,29,17,74,0,4,4.3,14.8,25.6
23.7,29,17,74,0,4,4.3,14.8,32.51
24.7,29,19.4,74,0,4.3,8.5,13,42.14
24.7,29,19.4,74,0,4.3,8.5,13,55.84
24.5,29.2,20.6,78,0,4.2,7.4,11.1,38.49
24.5,29.2,20.6,78,0,4.2,7.4,11.1,40.35
24.5,28.2,18.8,77,0,4.3,4.8,11.1,42.44
24.5,28.2,18.8,77,0,4.3,4.8,11.1,43.21
22.1,27.5,18.8,86,0,3.5,9.3,14.8,48.6
22.1,27.5,18.8,86,0,3.5,9.3,14.8,49.59
24.1,28,20,81,0.76,4.2,8.5,14.8,46.51
24.1,28,20,81,0.76,4.2,8.5,14.8,57.23
24.4,30,20.4,81,0.51,3.4,8,18.3,33.87
24.4,30,20.4,81,0.51,3.4,8,18.3,38.58
24.4,29.2,19.9,81,37.08,3.9,6.9,11.1,33.94
24.4,29.2,19.9,81,37.08,3.9,6.9,11.1,32.84
24.3,28,19.5,84,0,4.2,8.5,13,25.67
24.3,28,19.5,84,0,4.2,8.5,13,29.93
25.1,29,20.9,76,0,4.5,6.7,14.8,31.53
25.1,29,20.9,76,0,4.5,6.7,14.8,27.51
23.7,29.9,19.2,81,0,4.5,4.8,13,33.45
23.7,29.9,19.2,81,0,4.5,4.8,13,32.03
24.8,31,14,54,0,4.7,3.5,13,27.86
24.8,31,14,54,0,4.7,3.5,13,25.08
24.3,32,16,67,0,4.2,6.1,14.8,26.32
24.3,32,16,67,0,4.2,6.1,14.8,43.39
23.9,30.7,17.9,65,0,4.5,8.9,16.5,33.71
23.9,30.7,17.9,65,0,4.5,8.9,16.5,39.85
25.8,32,19.7,70,0,4.8,7.2,14.8,38
25.8,32,19.7,70,0,4.8,7.2,14.8,37.97
25.7,31.7,20,70,0,4.8,8.5,13,28.75
25.7,31.7,20,70,0,4.8,8.5,13,28.47
25.4,30.6,20.1,65,0,5.1,9.1,16.5,29
25.4,30.6,20.1,65,0,5.1,9.1,16.5,34.09
25.6,31,17.6,63,0,4.8,4.3,13,36.17
25.6,31,17.6,63,0,4.8,4.3,13,42.07
26.1,32,18,58,0,4.7,3,5.4,34.79
26.1,32,18,58,0,4.7,3,5.4,42.42
26.8,33,17,54,0,5.1,5.7,11.1,47.96
26.8,33,17,54,0,5.1,5.7,11.1,48.05
25.3,31.4,18.3,68,0,4.7,9.1,14.8,38.13
25.3,31.4,18.3,68,0,4.7,9.1,14.8,37.34
26,32,19.4,69,0,4.8,9.6,14.8,30.18
26,32,19.4,69,0,4.8,9.6,14.8,27.87
25.2,31.7,20.7,73,0,4.8,9.3,13,19.76
25.2,31.7,20.7,73,0,4.8,9.3,13,19.94
25.4,31,19.4,70,0,4.5,8.9,14.8,29.36
25.4,31,19.4,70,0,4.5,8.9,14.8,18.95
27.1,34,20.4,63,0,5.1,11.1,20.6,23.99
27.1,34,20.4,63,0,5.1,11.1,20.6,33.4
24.9,32.6,20.2,79,1.015,4.5,9.3,16.5,35.21
24.9,32.6,20.2,79,1.015,4.5,9.3,16.5,38.07
21.1,29.2,19,88,4.06,4,9.3,16.5,33.99
21.1,29.2,19,88,4.06,4,9.3,16.5,37.13
24.3,30.6,17.3,53,0,5.1,5.6,14.8,38.44
24.3,30.6,17.3,53,0,5.1,5.6,14.8,35.67
25.4,32,15,47,0,5.1,3.5,14.8,30.21
25.4,32,15,47,0,5.1,3.5,14.8,26.47
26.8,33.2,16,47,0,4.8,4.3,13,22.83
26.8,33.2,16,47,0,4.8,4.3,13,25.12
26.5,33.2,16,54,0,5.1,7,13,27.57
26.5,33.2,16,54,0,5.1,7,13,28.99
26.1,32.6,19.4,64,0,5,11.7,16.5,31.76
26.1,32.6,19.4,64,0,5,11.7,16.5,29.9
25.6,31.5,19.6,56,0,5.3,11.1,16.5,23.51
25.6,31.5,19.6,56,0,5.3,11.1,16.5,23.36
27.6,34.7,20.8,59,0,5.3,8.7,14.8,16.03
27.6,34.7,20.8,59,0,5.3,8.7,14.8,21.12
26.3,33.4,21,55,0,5.1,8.3,16.5,22.69
26.3,33.4,21,55,0,5.1,8.3,16.5,24.62
26.6,31.8,19,42,0,5.8,7.8,13,33.03
26.6,31.8,19,42,0,5.8,7.8,13,28.18
26.6,32.8,20.2,65,8.89,4.8,7.4,14.8,31.36
26.6,32.8,20.2,65,8.89,4.8,7.4,14.8,25.18
28.2,33,21.2,59,0,5.1,6.9,16.5,26.84
28.2,33,21.2,59,0,5.1,6.9,16.5,27.46
28.8,34,21.7,59,0,5.1,5.9,13,29.56
28.8,34,21.7,59,0,5.1,5.9,13,28.15
27.8,34,23.4,71,0,4.7,10,18.3,38.65
27.8,34,23.4,71,0,4.7,10,18.3,32.09
27.6,34.1,23.1,76,0,4.5,10,16.5,24.1
27.6,34.1,23.1,76,0,4.5,10,16.5,25.06
27.1,32.2,21.8,71,0.51,4.7,8.1,16.5,24.12
27.1,32.2,21.8,71,0.51,4.7,8.1,16.5,27.65
29.3,37,21.7,60,0,5.3,10.2,20.6,32.47
29.3,37,21.7,60,0,5.3,10.2,20.6,31.05
27.4,35.9,21.7,69,0,5,6.9,13,42.41
27.4,35.9,21.7,69,0,5,6.9,13,36.62
28,34.4,21.8,61,0,5.1,9.6,16.5,31.59
28,34.4,21.8,61,0,5.1,9.6,16.5,39.91
27.5,36.2,21,65,0,4.5,6.3,14.8,44.09
27.5,36.2,21,65,0,4.5,6.3,14.8,41.03
29.6,36,20.3,57,13.97,5.3,6.5,13,33.07
29.6,36,20.3,57,13.97,5.3,6.5,13,32.51
29.7,36.2,22,55,0,5.3,6.3,16.5,28.66
29.7,36.2,22,55,0,5.3,6.3,16.5,26.7
30.3,35.1,22.8,53,0,5.3,10,16.5,21.07
30.3,35.1,22.8,53,0,5.3,10,16.5,18.56
29.8,35.2,22.9,53,0,5.3,8.5,20.6,25.17
29.8,35.2,22.9,53,0,5.3,8.5,20.6,30
32.6,37,22.9,37,0,6.9,9.3,18.3,16.47
32.6,37,22.9,37,0,6.9,9.3,18.3,11.74
31.7,37,23.7,45,0,6.4,7,14.8,13.93
31.7,37,23.7,45,0,6.4,7,14.8,19.57
31.7,37.3,26.2,46,0,4.8,3,9.4,23.02
31.7,37.3,26.2,46,0,4.8,3,9.4,19.49
32.9,39,24.1,45,0,6,4.1,11.1,20.2
32.9,39,24.1,45,0,6,4.1,11.1,17.96
30.8,39.4,26.4,48,0,5.3,4.8,9.4,20.26
30.8,39.4,26.4,48,0,5.3,4.8,9.4,19.96
32.1,38,24,46,0,4.8,6.7,11.1,17.19
